cluster_id,centroid_lat,centroid_lon,student_count,avg_distance,max_distance,reachability_percentage
0,13.068964320784461,80.22505002290916,13,0.7607692307692309,0.947,56.52173913043478
1,12.823179563250218,79.69647608961263,7,0.5375714285714286,0.958,35.0
2,12.919290464164828,80.09055715433107,14,0.6447142857142858,0.951,77.77777777777779
3,13.073307141829268,79.66902825672774,4,0.411,0.607,66.66666666666666
4,13.122022025684926,80.14908790204242,22,0.5782272727272728,0.999,59.45945945945946
5,13.131371067633394,79.91254690753124,6,0.58,0.799,21.428571428571427
6,12.96152017037319,80.14495562983852,3,0.8806666666666666,0.982,20.0
7,12.684668168012095,79.98068913192647,3,0.653,0.805,30.0
8,12.991427963326117,80.20158786690097,10,0.5532000000000001,0.929,50.0
9,13.065098034636522,80.16331784593953,2,0.9039999999999999,0.972,9.523809523809524
10,13.090384337312782,80.22478400844815,5,0.602,0.942,29.411764705882355
11,13.11219838183735,80.10369873783361,13,0.6207692307692306,0.851,37.142857142857146
12,13.107792158446005,79.42378048541279,3,0.7153333333333333,0.77,75.0
13,12.924469109176972,79.56984911710109,4,0.35949999999999993,0.495,100.0
14,13.127645094856327,80.28805513855835,7,0.5947142857142858,0.79,43.75
15,12.919183646670213,80.19674336830693,2,0.362,0.362,25.0
16,13.120155363032733,80.20418239664278,22,0.617909090909091,0.983,68.75
17,13.04226933697055,80.17439257020884,9,0.6836666666666668,0.919,52.94117647058824
18,13.319806765381651,80.18254765870726,3,0.264,0.437,100.0
19,13.051058079801194,80.11316623711757,6,0.5295000000000001,0.776,50.0
20,12.793958736998066,79.81757929379994,5,0.2578,0.568,83.33333333333334
21,13.179421187249156,79.61196220921633,2,0.8635,0.917,40.0
22,12.916178560943615,80.14965034727167,8,0.67725,0.952,29.629629629629626
23,12.997294864972247,79.99617448027088,2,0.651,0.651,66.66666666666666
24,13.056600995449816,80.27065513013493,10,0.6300000000000001,0.929,52.63157894736842
25,13.128205851620583,80.24083680345832,4,0.39025,0.956,66.66666666666666
26,13.045697941302862,80.22596700831802,3,0.5686666666666667,0.926,30.0
27,13.253235694413732,80.15634801037753,2,0.6845,0.765,66.66666666666666
28,12.880059539727426,79.93598426846708,2,0.134,0.136,50.0
29,12.845149096645288,79.69637169557018,12,0.35591666666666666,0.799,75.0
30,13.08281679720143,79.90754510940155,4,0.5105,0.523,57.14285714285714
31,13.040394888153598,80.11747834831833,8,0.683125,0.843,42.10526315789473
32,13.08802626337694,80.25777441445445,8,0.579,0.945,50.0
33,13.169595065285101,80.09632830252716,3,0.5903333333333333,0.674,75.0
34,12.970898822864184,79.95430264578526,2,0.586,0.586,66.66666666666666
35,12.967716356220937,80.1823317631226,2,0.5925,0.708,25.0
36,13.156798082291902,80.22843367536271,5,0.6914,0.918,62.5
37,13.04453240168273,80.19268049365176,9,0.6891111111111111,0.896,39.130434782608695
38,13.094850441963137,80.14501888743042,5,0.49559999999999993,0.652,71.42857142857143
39,13.089222517844615,80.19415616478635,21,0.5026190476190475,0.959,52.5
40,12.925602913792238,80.12722159215272,9,0.5731111111111111,0.936,75.0
41,12.980307975432304,80.20646586348329,8,0.6639999999999999,0.998,72.72727272727273
42,13.124488858769897,80.00608644013167,2,0.1125,0.189,40.0
43,13.105801435648,80.18304268987637,10,0.6163,0.986,50.0
44,12.933817791228591,79.90853474347887,3,0.26166666666666666,0.385,100.0
45,12.816455278273887,79.71224706230373,2,0.6995,0.957,11.11111111111111
46,13.027435219305126,80.23284549949778,2,0.539,0.674,11.11111111111111
47,13.114718319063513,80.22641231554805,9,0.577,0.932,90.0
48,13.088633382552311,80.10852680898155,7,0.5961428571428572,0.925,50.0
49,13.023232362730115,80.14776978375353,11,0.7082727272727273,0.933,73.33333333333333
50,13.083361429629647,80.18203673891296,34,0.6891764705882354,0.933,75.55555555555556
51,13.128941903073933,80.12899283034645,10,0.4986,0.598,45.45454545454545
52,13.157601210945337,80.30078413337317,7,0.6557142857142857,0.97,53.84615384615385
