cluster_number,original_lat,original_lon,snapped_lat,snapped_lon,route_name,route_type,route_id,snap_distance_meters,num_students
0,12.979299884584083,80.20207876117276,12.9792802,80.2018433,Inner Ring Road (Southern Sector),arterial,121120060,25.61,9
1,12.835959901231208,79.70352937573816,12.8363293,79.7039531,Unnamed trunk Road,highway,1149056993,61.62,16
2,13.135986973891692,80.20623746971731,13.1374085,80.2078952,Paper Mills Road,arterial,911275606,239.18,12
4,12.920688345740912,80.09199429240964,12.9213168,80.091663,Tambaram - Mudichur - Sriperumbudur Road,arterial,721905363,78.57,15
5,13.096051363643952,79.65823436278201,13.0960785,79.65793,Sadras - Chengalpattu - Kancheepuram - Arakkonam - Tiruthani Road,arterial,84658041,33.1,17
6,13.05297616972528,80.20954527992379,13.0538847,80.2115092,Jawaharlal Nehru Road (100 Feet Road),arterial,663777602,235.5,9
7,13.050028782651475,80.09190021204857,13.050014,80.091892,Chennai - Chittoor - Bangalore Road (Old NH4),arterial,31962667,1.87,18
8,13.208578250000002,80.273267175,13.2088899,80.2709992,Thiruvottriyur – Ponneri – Panchetty Road,arterial,833439136,247.95,2
9,12.618811370427732,79.76037859401052,12.6189691,79.7619429,Uthiramerur - Kancheepuram Road,arterial,209677921,170.64,3
10,13.128511836484028,80.12986515348025,13.1307935,80.1303771,Chennai - Tiruttani - Renigunta Road,highway,817536016,259.7,13
11,13.074790684700242,80.26712119005573,13.0760151,80.2672158,Arunachalam Street,arterial,28152147,136.53,5
12,12.919917716863562,80.15339257448555,12.9228065,80.152494,Velachery Mudhanmai Salai,arterial,1148733672,335.66,2
13,12.88893009735956,80.0214999712715,12.8867758,80.0223646,Marmalong Bridge - Irumbuliyur - Vandalur - Mudichur - Oragadam - Walajabad Road,arterial,729835688,257.23,5
14,13.332893181519538,79.89848219503979,13.3357349,79.8976549,Korathalaiyar Bridge - Puthur Road,highway,549616113,328.42,4
15,13.020497015806436,80.14400528692273,13.0208186,80.1442765,Kodambakkam – Sriperumbudur Road,arterial,837078806,46.28,10
16,13.119964283233946,80.08409782893803,13.1189029,80.0841198,Chennai - Tiruttani - Renigunta Road,highway,1149807909,118.04,3
17,12.998966400811025,80.26514580627857,12.99952,80.2670076,Besant Nagar 2nd Avenue,arterial,27312535,210.9,3
