cluster_number,original_lat,original_lon,snapped_lat,snapped_lon,route_name,route_type,route_id,snap_distance_meters,num_students
14,12.665453921227185,79.54100545800779,12.6808598,79.5708042,Kancheepuram - Thiruvathipuram Road,arterial,687854973,3658.58,5
22,12.85981953081279,80.03723986335491,12.8408253,80.0562959,Grand Southern Trunk Road,highway,1080757453,2954.42,2
23,13.10895772229734,79.42440409027519,13.1649857,79.4372602,Chittoor - Tiruttani Road,arterial,84658009,6383.67,4
48,13.163661811385,79.85882338419003,13.152722,79.8560041,Chennai Tirupati Highway,highway,1231867877,1254.17,2
90,13.053087055366191,79.95889114060415,13.0222134,79.9579704,Thandalam - Perambakkam - Thakkolam - Arugilpadi Road,arterial,828054999,3434.44,2
95,12.8996987,79.67266320000002,12.9029882,79.6836506,Sadras - Chengalpattu - Kancheepuram - Arakkonam - Tiruthani Road,arterial,704209766,1245.81,3
111,13.339641413797091,80.21742239614095,13.3403813,80.1968952,Chennai – Pulicat Road,arterial,29310651,2222.46,2
116,13.1380541,79.6614376,13.1285283,79.6408227,Sadras - Chengalpattu - Kancheepuram - Arakkonam - Tiruthani Road,arterial,95363875,2470.87,2
204,12.9402773906079,80.15249455957796,12.9551707,80.1555348,Pallavaram - Thoraipakkam Road,arterial,864059071,1688.51,10
215,13.141459389276934,80.13563707659195,13.1307532,80.1347223,Chennai - Tiruttani - Renigunta Road,highway,389722996,1194.59,6
237,12.906111628703632,80.15915757968536,12.9079606,80.14276,Camp Salai,arterial,726604161,1789.11,6
