cluster_number,original_lat,original_lon,snapped_lat,snapped_lon,route_name,route_type,route_id,snap_distance_meters,num_students,user_ids
691,12.9732831,80.2065137,12.9753125,80.2077481,Inner Ring Road (Southern Sector),arterial,1021079967,262.32,1,975
692,13.023024739555453,80.07940229438735,13.0270551,80.0910167,ORR Service Road,arterial,1074791869,1335.66,1,2901
693,13.06260961427316,80.20004192827312,13.0637215,80.1976072,Kaliamman Koil Street,arterial,838091911,291.27,1,1806
694,13.057184757706557,80.14702837617867,13.0618329,80.1463718,NH48,highway,1235964075,521.72,1,5783
695,12.7866088,80.2236651,12.7860916,80.221421,Kovalam Road,arterial,102547885,250.05,1,1074
696,12.9085064,80.1003411,12.9096805,80.0999692,Grand Southern Trunk Road,highway,1090199937,136.63,1,4680
697,12.9133113,80.22938119999999,12.9132888,80.2292825,Rajiv Gandhi Salai,arterial,1251058799,10.99,1,7525
698,13.1238916110335,80.05278954924867,13.1239258,80.0528053,Chennai - Tiruttani - Renigunta Road,highway,555262937,4.17,1,2892
699,13.15799952150079,80.30192871767338,13.1579902,80.3018397,Chennai - Ennore Road,arterial,1377952176,9.69,1,4250
700,12.861344003985614,80.08013210149102,12.85785,80.0762272,GST Road - Arungal - Nallambakkam Road,arterial,30162691,574.58,1,1880
701,12.860196,80.1465759,12.8526544,80.1388695,Vandalur - Mambakkam - Kelambakkam Road,arterial,184108779,1183.71,2,"1362,6627"
702,13.03597004582665,80.14704882569951,13.0361032,80.1468215,Mount - Poonamallee - Avadi Road,arterial,268051709,28.73,1,7066
703,12.9490313,80.2089704,12.9486003,80.2089471,Pallavaram - Thoraipakkam Road,arterial,875106652,47.99,1,1885
704,12.63039553384098,79.6465420526432,12.6303211,79.6465526,Kancheepuram - Vandavasi Road,arterial,22832406,8.36,1,5103
705,13.030855251116906,80.2396284794145,13.0308227,80.2395029,Anna Salai (Mount Road),arterial,157989475,14.08,1,5602
706,13.1108183,80.0049971,13.1247026,80.0057659,Chennai Tirupati Highway,highway,1119111091,1546.11,1,2513
707,12.9785775,80.2522848,12.9779765,80.2520783,Rajiv Gandhi Salai,arterial,1342387460,70.47,1,2407
708,13.070289166148983,80.2156236229568,13.0751372,80.216014,EVR Periyar Salai,arterial,1370773101,540.73,1,7089
709,12.737091252232968,80.18598456699746,12.7353551,80.1897897,Old Mahabalipuram Road,arterial,761395724,455.62,1,670
710,13.0075176,80.1058016,13.0052955,80.1061496,Kodambakkam – Sriperumbudur Road,arterial,834623262,249.95,1,1170
711,12.80771758807737,80.22626107214202,12.8077255,80.2260551,Rajiv Gandhi Salai,arterial,760495118,22.35,1,6820
712,13.232902817752263,80.12738940288604,13.2053096,80.1198769,Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,arterial,385231082,3174.17,1,4899
713,13.3273413,79.9281897,13.3272615,79.9277982,Korathalaiyar Bridge - Puthur Road,highway,138337579,43.28,1,1904
714,13.1256354,80.2622967,13.1229118,80.2617521,MKB Nagar Central Avenue,arterial,26464707,308.54,1,3410
715,13.42440088144274,80.0935141751003,13.4178837,80.091934,Unnamed secondary Road,arterial,910504801,744.56,1,3645
716,13.102368195976211,80.10846751702552,13.1025489,80.1084055,Mount - Poonamallee - Avadi Road,arterial,755068757,21.19,1,7440
717,13.040969413586955,80.05840763630997,13.0410216,80.0584086,NH48,highway,102548402,5.8,1,4810
718,12.9474776,80.1961988,12.9485573,80.1965689,Pallavaram - Thoraipakkam Road,arterial,198549092,126.58,1,2134
719,12.790199664173612,80.22145485713628,12.7901642,80.2217546,Rajiv Gandhi Salai,arterial,1307197611,32.74,1,2273
720,13.029919277546815,79.82773731255807,13.0299327,79.8278725,Thandalam - Perambakkam - Thakkolam - Arugilpadi Road,arterial,833415892,14.72,1,4405
721,12.93425713924696,80.16433330067149,12.9232894,80.1605205,Velachery Mudhanmai Salai,arterial,183386138,1287.66,1,1705
722,13.068551778630177,80.24076637389227,13.069279,80.2423025,McNichols Road,arterial,429843118,184.99,1,5419
723,12.60890260400465,80.06730726198637,12.6089463,80.067281,Thirukalukundram - Mamallapuram Road,arterial,51032183,5.63,1,4438
724,12.858591514524935,80.17256257463188,12.8590434,80.1726426,Medavakkam - Mambakkam - Sembakkam Road,arterial,839282059,50.99,1,4639
725,12.9266328,80.2023528,12.9285291,80.2021939,Velachery Mudhanmai Salai,arterial,1410830834,211.56,1,3372
726,13.191715154017247,80.18926772113898,13.1917675,80.1891177,Grand Northern Trunk Road,highway,1286481940,17.25,1,5584
727,12.91777943304974,80.10802181405334,12.9178264,80.1082298,Grand Southern Trunk Road,arterial,1019183976,23.14,1,5817
728,12.83960294820558,80.05465733044434,12.8395098,80.0549493,Grand Southern Trunk Road,highway,1080757453,33.31,1,457
729,13.1667962,80.2616025,13.1631869,80.2600501,Kamarajar Salai,arterial,31020449,435.11,1,488
730,12.903033997102998,80.09365182154006,12.9029495,80.0936301,Grand Southern Trunk Road,highway,1090199939,9.69,1,460
731,13.13642969787218,80.25242718462523,13.1350447,80.254184,Tondiarpet High Road,arterial,26516678,244.76,1,4511
732,13.0224769,79.61652099999999,13.0192708,79.6230054,Arakkonam - Ocheri Road,arterial,1052427216,787.78,1,3488
733,12.8836389,80.1575098,12.8845668,80.1575806,Agaramthen - Kovilanchery Road,arterial,27345441,103.46,1,1980
734,13.123614814265649,80.0525274578138,13.1236005,80.0524453,Outer Ring Road,highway,1075752687,9.04,1,6887
735,13.0531863,80.22306499999999,13.0530918,80.2227323,Nagerkoyil Sudalaimuthu Krishnan Salai,arterial,274724531,37.54,1,7851
736,13.0245195,80.0219346,13.0235168,80.0220203,NH48,highway,102548405,111.88,1,7558
737,13.094000835761378,80.00658827075283,13.0942574,80.006583,Korattur – Thinnanur – Periyapalayam Road,arterial,31253119,28.53,1,7658
738,12.959337484253172,80.24448034420756,12.9593559,80.2446393,Rajiv Gandhi Salai,arterial,1115994190,17.35,1,6862
739,13.157055618237742,80.1957074847593,13.1567962,80.1963878,Unnamed primary Road,arterial,1219918530,79.11,2,"7336,6334"
740,13.0397354,80.2792984,13.0398191,80.2789841,Kamarajar Salai,arterial,28295183,35.3,1,5152
741,12.9688554,80.0902038,12.9689163,80.0902838,ORR Service Road,arterial,1074994331,11.0,1,2802
742,12.799047,79.7837884,12.7988705,79.7834991,Chengalpattu - Kancheepuram Highway,highway,84658039,37.0,1,2048
743,12.9954229,80.2556779,12.9953467,80.2559377,Dr. Muthulakshmi Road,arterial,1149820894,29.4,1,822
744,12.919737505990922,80.16505254502428,12.9215638,80.1655909,Velachery Mudhanmai Salai,arterial,1148733672,211.29,1,3357
745,12.788989872746702,79.82581819635016,12.7885438,79.8253003,Chengalpattu - Kancheepuram Highway,highway,1396032470,74.93,1,2582
746,13.174350246753292,79.59497256532325,13.1747113,79.5951201,Thiruttani - Podatturpet - Pallipet Road,arterial,527620985,43.21,1,3345
747,13.094109918655803,79.88157554523796,13.1033448,79.8638383,Thirupachur - Kadambattur - Kondancheri Road,arterial,1172469402,2178.21,1,2375
748,13.11963543998178,80.27927188841497,13.1200229,80.2766034,Enmore High Road,arterial,838951521,292.17,1,454
749,12.9927174,80.19349419999999,12.9927999,80.1934576,Thillaiganga Nagar Subway,arterial,31336519,9.99,1,7242
750,13.008516694682,80.13998862819261,13.0108425,80.1404991,Manapakkam Main Road,arterial,25460531,264.47,1,4803
751,12.6998573,79.9687321,12.6999679,79.9687437,Grand Southern Trunk Road,highway,513392657,12.36,1,6512
752,13.033580884578877,80.2493945291361,13.0353749,80.2494264,Kavingar Bharathidasan Road,arterial,22661463,199.52,1,3478
753,13.1042611,80.1037721,13.1040161,80.1032172,4th Main Road,arterial,25469761,65.98,3,"4857,6755,7203"
754,13.02857513905196,80.23268206511437,13.0279325,80.2328321,4th Main Road,arterial,22936525,73.28,1,3389
755,12.958104135300712,80.14400600992586,12.9580288,80.1440557,Grand Southern Trunk Road,arterial,95641232,9.96,1,6943
756,12.9497395,80.0506045,12.9524559,80.0500741,Darkas Road,arterial,30119311,307.47,1,4159
757,12.80189502085601,79.9997612037304,12.7947597,79.9812072,Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,arterial,84086843,2162.65,1,6905
758,13.0848241,80.1712824,13.0844411,80.1702003,1st Avenue,arterial,843594862,124.7,1,3572
759,12.7930081,80.0252383,12.7957304,80.0207013,Grand Southern Trunk Road,highway,95222417,577.63,1,4219
760,13.0996917,79.84087869999999,13.0920551,79.858101,Thirupachur - Kadambattur - Kondancheri Road,arterial,84087733,2049.42,1,5572
761,13.038920255803191,80.13940918202428,13.0374342,80.1385601,Mount - Poonamallee - Avadi Road,arterial,31962666,189.12,1,41
762,13.116181164193144,80.10312527530924,13.1162118,80.1031298,Mount - Poonamallee - Avadi Road,arterial,1210791250,3.44,1,7627
763,13.041340825208689,80.10594277946842,13.0473405,80.1094201,Chennai - Chittoor - Bangalore Road (Old NH4),arterial,31962667,766.13,1,6237
764,12.90446509486631,80.09470279186571,12.9042651,80.0946218,Grand Southern Trunk Road,highway,1090199939,23.91,1,7753
765,13.049583970106347,80.10437450106068,13.0495999,80.1044248,Chennai - Chittoor - Bangalore Road (Old NH4),arterial,31962667,5.73,1,1803
766,12.9425224,80.21473019999999,12.9443713,80.2084538,Velachery Mudhanmai Salai,arterial,179259179,710.56,1,573
767,13.09526264489492,80.29272440620764,13.0951309,80.292574,Rajaji Salai,arterial,23893950,21.91,1,1257
768,13.279468916124957,80.26038825614937,13.2793444,80.2602456,Thiruvottriyur – Ponneri – Panchetty Road,arterial,1267840587,20.74,1,4020
769,12.99586328698974,80.20831258408077,13.0004962,80.2135615,Five Furlong Road,arterial,26528685,767.34,1,5404
770,13.10074625728154,80.20157374819642,13.1033475,80.201285,New Avadi Road,arterial,28224643,290.93,1,6810
771,13.05562862362678,80.24236716928527,13.0556836,80.2423177,Valluvar Kottam High Road,arterial,186797313,8.13,1,7664
772,13.096285,79.666349,13.0944283,79.6590318,Sadras - Chengalpattu - Kancheepuram - Arakkonam - Tiruthani Road,arterial,84658041,818.93,1,4783
