cluster_number,original_lat,original_lon,snapped_lat,snapped_lon,route_name,route_type,route_id,snap_distance_meters,num_students
0,13.119915784519298,80.23385111274615,13.1160817,80.2316871,Paper Mills Road,arterial,1309299240,486.49,12
1,12.844305155325458,79.7001291386995,12.8440085,79.699752,Chengalpattu - Kancheepuram Highway,highway,1287013339,52.53,19
2,12.930260633930027,80.11206183131985,12.9301505,80.1119721,Tambaram - Somangalam Road,arterial,24163754,15.64,9
3,13.083339390277006,79.90821858853829,13.0835758,79.9082837,Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,arterial,174970677,27.22,8
4,13.091606529477556,79.66148060567554,13.0914577,79.6599082,Sadras - Chengalpattu - Kancheepuram - Arakkonam - Tiruthani Road,arterial,84658041,171.1,12
5,13.06808990531575,80.18069124371166,13.0687754,80.180115,EVR Periyar Salai,arterial,59294074,98.52,10
6,12.6791440011067,79.98153980350689,12.6795868,79.9807118,Chennai - Trichy - Dindugal Road (Old NH45),arterial,1146423039,102.43,3
7,12.930820378030123,80.20606603259905,12.9317867,80.2033041,Velachery Mudhanmai Salai,arterial,1232329871,318.03,3
8,13.121142423641402,80.14741059688302,13.1220414,80.1475336,Chennai - Tiruttani - Renigunta Road,highway,125180603,100.85,46
9,12.952687024326393,79.9413032966572,12.9531921,79.9404027,Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,arterial,832454586,112.6,14
10,13.33392405391016,79.89184593821577,13.3338547,79.891774,Korathalaiyar Bridge - Puthur Road,highway,549616113,10.96,6
11,13.279523644847766,80.2576080727841,13.2810956,80.2575281,Ponneri - Minjur Highway,arterial,1395427578,175.01,5
12,12.617216507918958,79.75983959343178,12.6153253,79.760234,Bukkathurai - Uthiramerur Road,arterial,84658230,214.6,6
13,13.030528754488158,80.20574357112837,13.0295132,80.2087996,Inner Ring Road,arterial,32424225,349.79,17
14,13.112892619775891,80.02775461678046,13.1131528,80.0256327,Korattur – Thinnanur – Periyapalayam Road,arterial,349521474,231.61,4
15,13.111090672752844,80.10896560217057,13.1112241,80.1087043,Mount - Poonamallee - Avadi Road,arterial,755068757,31.95,22
16,13.052673136300356,80.27204086247164,13.0530865,80.2722303,Peters Road,arterial,240461906,50.34,14
17,12.862245878039484,80.07257776691014,12.8614515,80.0730882,Grand Southern Trunk Road,highway,95222430,104.23,12
18,13.124309457687884,80.28933752554389,13.1245303,80.2887967,Thiruvottriyur High Road,arterial,1124091722,63.51,19
19,13.03464738636739,80.13714337033801,13.0374052,80.1373143,Mount - Poonamallee - Avadi Road,arterial,268051709,307.21,13
20,12.980856804524624,80.20471795059755,12.9785453,80.2034662,Inner Ring Road (Southern Sector),arterial,121120060,290.62,13
21,13.3000355608982,80.1629768604706,13.3018787,80.1609157,Chennai – Pulicut Road,arterial,1284335446,302.91,2
24,12.798371943032263,79.78437550709609,12.798403,79.78451,Chengalpattu - Kancheepuram Highway,highway,84658039,14.99,2
25,12.982485312371953,80.24129500813295,12.9814077,80.2413822,Taramani Link Road,arterial,422920308,120.2,3
26,13.11779866130014,80.19912789985442,13.1181421,80.1982343,Jawaharlal Nehru Road (100 Feet Road),arterial,95668348,104.03,17
27,13.135027438575031,79.92814027266522,13.1351028,79.9280273,Chennai Tirupati Highway,highway,1040827858,14.83,4
28,12.94199702157648,80.13963563233743,12.9446071,80.1351202,Grand Southern Trunk Road,arterial,95641243,568.93,14
29,13.059017775041598,80.22030996632826,13.0527588,80.2214288,Nagerkoyil Sudalaimuthu Krishnan Salai,arterial,274724531,706.44,11
30,13.19960052554982,80.17485337460221,13.2013885,80.1772871,Grand Northern Trunk Road,highway,1286735945,330.06,9
31,13.016685847624425,80.00498331845182,13.0160537,80.005472,NH48,highway,834893153,88.0,4
32,12.92409566901971,79.56979046515433,12.92549,79.56911,Arakkonam - Ocheri Road,arterial,564913947,171.69,7
33,13.175461273039858,80.30606885829215,13.1753328,80.3061716,Chennai - Ennore Road,arterial,907799581,18.11,8
34,12.975596445644255,80.13138148784599,12.9754672,80.1326356,Poonamallee - Kundrathur - Pallavaram Road,arterial,1363528604,136.65,27
35,12.787415382086806,80.21976602856813,12.7871784,80.2206987,Old Mahabalipuram Road,arterial,24730637,104.51,2
36,12.810281480315108,80.0289897256098,12.8101756,80.0298912,Grand Southern Trunk Road,highway,47572742,98.45,5
37,12.74971715,79.6753456,12.7494339,79.6754962,Kancheepuram - Vandavasi Road,arterial,1192640526,35.48,2
38,13.034180226759212,80.16182414192512,13.0334266,80.1612912,Mount - Poonamallee - Avadi Road,arterial,1190789209,101.76,33
39,13.089364761318434,80.26210839079295,13.0883726,80.2629632,Narayana Guru Salai,arterial,30247198,144.02,16
40,13.181044209665057,79.61130286030958,13.1814491,79.6111685,Chennai - Tiruthani - Renigunta Road,arterial,1040097924,47.31,9
41,12.909904164612204,80.14297388632417,12.9098616,80.1430075,Camp Salai,arterial,726604161,5.97,18
42,13.02991837835781,79.82771049523984,13.0299327,79.8278725,Thandalam - Perambakkam - Thakkolam - Arugilpadi Road,arterial,833415892,17.62,2
43,12.998459303016636,80.09637639654922,12.9983051,80.0965743,Kodambakkam – Sriperumbudur Road,arterial,1211048660,27.45,15
44,13.136579758401696,80.25787244324304,13.1362482,80.2580534,Tondiarpet High Road,arterial,26516678,41.75,11
45,13.208519861396034,79.7585809203351,13.2053975,79.7586725,Chennai Tirupati Highway,highway,267207966,347.33,2
46,13.085072282969652,80.18867414484438,13.0854408,80.1881903,Bazaar Road,arterial,25377899,66.52,24
