cluster_id,centroid_lat,centroid_lon,student_count,avg_distance,max_distance,reachability_percentage
0,13.119559562133828,80.02845710929037,3,0.7326666666666668,0.901,25.0
1,13.045832713769535,80.19022801276476,21,0.6480952380952381,0.99,77.77777777777779
2,12.836976954203468,79.70852735205025,10,0.542,0.948,31.25
3,12.920688345740912,80.09199429240964,15,0.5655333333333333,0.968,88.23529411764706
4,13.074079461930012,79.67044562048089,5,0.251,0.381,100.0
5,13.101356888531084,80.10665636705787,14,0.5507857142857143,0.817,87.5
6,13.132534207261363,80.2163769200033,6,0.591,0.828,42.857142857142854
7,13.106457582671712,80.27933303918716,3,0.2906666666666667,0.334,33.33333333333333
8,12.953325943805865,80.18835861116241,3,0.5103333333333333,0.543,25.0
9,13.31981533166522,80.18252721935801,3,0.04666666666666667,0.114,100.0
10,13.047271792452019,80.1136987119428,14,0.6392142857142857,0.976,70.0
11,12.967011645038841,79.95301800050683,7,0.3301428571428571,0.908,70.0
12,13.03493202021768,80.25321100626644,2,0.641,0.786,25.0
13,12.794153848983198,79.81778244920899,7,0.25057142857142856,0.49,77.77777777777779
14,13.099891755626487,80.15825501015628,6,0.511,0.941,60.0
15,13.180488198257724,79.6133507866974,5,0.5006,0.89,50.0
16,12.938844536309643,80.1482221135441,13,0.6106923076923076,0.943,61.904761904761905
17,13.085231973030817,80.22808335199106,5,0.7587999999999999,0.992,26.31578947368421
18,13.021976817374863,80.22783795524128,2,0.857,0.99,28.57142857142857
19,13.16639975578425,80.30142390981476,7,0.5034285714285714,0.62,63.63636363636363
20,13.042353752652122,80.05510990356045,3,0.5613333333333334,0.756,60.0
21,12.99791149460829,80.09684976987039,12,0.17783333333333337,0.932,92.3076923076923
22,13.12380619989825,79.91324971245977,14,0.49957142857142844,0.941,93.33333333333333
23,13.276979495248886,80.25938966175502,4,0.6327499999999999,0.753,57.14285714285714
24,13.112883318615829,80.155516624911,7,0.7014285714285714,0.968,41.17647058823529
25,12.975505193890843,80.13292888410447,25,0.48251999999999995,0.866,86.20689655172413
26,13.116398069904,80.1987506496516,5,0.5298,0.881,55.55555555555556
27,13.024034906393865,80.14806488690265,12,0.5336666666666667,0.844,66.66666666666666
28,12.981069865489221,80.20392024241013,9,0.4978888888888889,0.863,56.25
29,13.126753599890604,80.24793217147342,4,0.7695000000000001,0.91,28.57142857142857
30,12.90912360089606,80.14380046254033,9,0.5531111111111111,0.769,81.81818181818183
31,12.969090327623974,80.25785735734934,2,0.6665,0.972,18.181818181818183
32,13.058287000237677,80.21079659100582,12,0.6847500000000001,0.907,48.0
33,13.057831384416225,80.1665575536611,2,0.48949999999999994,0.692,11.11111111111111
34,13.11859532252645,80.28830451835381,13,0.8115384615384615,0.989,37.142857142857146
35,13.09424546942589,80.19988442255509,19,0.41478947368421054,0.714,76.0
36,13.115472707300714,80.22373129048002,25,0.61608,0.984,80.64516129032258
37,12.803534296760537,79.76844155124085,6,0.3816666666666666,0.715,75.0
38,13.057153692465619,80.27389702007439,17,0.32494117647058823,0.924,70.83333333333334
39,12.919115474483082,80.18103532939283,2,0.748,0.85,28.57142857142857
40,12.822661537090315,79.69331825841915,8,0.596375,0.898,30.76923076923077
41,13.166481115468457,80.2531277393,6,0.544,0.902,75.0
42,12.618811370427728,79.76037859401052,3,0.47000000000000003,0.548,75.0
43,13.071292553933604,80.12410194731423,10,0.6323,0.958,90.9090909090909
44,13.030707812757248,80.21285969661706,8,0.5655,0.866,34.78260869565217
45,13.049279763325961,80.08800940859963,5,0.495,0.944,17.857142857142858
46,13.024574190278765,80.17755450040991,10,0.6138000000000001,0.877,55.55555555555556
47,13.081302511925257,80.16837729467545,33,0.6256969696969696,0.999,86.8421052631579
48,13.120883714835117,80.14710593074837,31,0.4805483870967743,0.95,91.17647058823529
49,13.345164599999999,80.2878794,3,0.0,0.0,100.0
50,13.175072300000002,80.0199562,3,0.0,0.0,100.0
51,13.096892547009684,79.65721963935432,18,0.39744444444444443,0.586,100.0
52,13.117403794637074,80.09752791200606,18,0.42611111111111105,0.928,58.06451612903226
53,13.126977675579601,80.12712951091886,7,0.39457142857142863,0.524,25.0
54,13.097746927264641,80.23540516197849,9,0.48955555555555563,0.762,45.0
55,13.021961719947658,79.67703168800566,3,0.39915279275421317,0.4053029912450641,75.0
56,13.195377252282325,80.17986586335776,5,0.6555396450162934,0.9042318983573152,55.55555555555556
57,12.881051839759149,79.9353527565319,2,0.33645060356474665,0.3364509882824981,100.0
58,12.809856891768424,79.7079183371646,10,0.43476659437597276,0.8592353811831188,83.33333333333334
59,13.067863491964301,80.22518419447071,16,0.5293408249853416,0.9627212312172414,76.19047619047619
60,12.940722442340933,80.21041574343617,5,0.8294803125538264,0.9597345708876128,71.42857142857143
61,13.028321100038339,80.12441968269518,3,0.6380998608632026,0.9571473373316108,100.0
62,13.334003557823445,79.89254069404774,5,0.17005672222046533,0.21002543455205064,100.0
63,13.11988323851801,80.06989711068276,11,0.5832828670073336,0.8883403494797794,78.57142857142857
64,12.931909268542038,79.90973824354226,3,0.4315212640421135,0.6469329096889737,100.0
65,13.023109494195864,80.26659803556866,4,0.3918285230007935,0.5926573124544708,50.0
66,12.89542787008835,80.17300653173702,3,0.49633467226047184,0.7196774314642831,100.0
67,12.926189836461266,80.1289734504719,7,0.48726074272415765,0.5371357616329581,63.63636363636363
68,13.090422031897718,80.26037973910435,8,0.49862109768667046,0.9227287906573591,50.0
69,13.131981600682861,80.17047467012219,10,0.2732435495594616,0.7054355246068104,90.9090909090909
70,12.87360551472924,79.69565329151274,2,0.0022451779925207853,0.002245178002789262,100.0
71,13.20857825,80.273267175,3,0.5843117312293905,0.9898345234206589,75.0
72,13.124315899121354,80.00301541437977,7,0.7098046040158367,0.9672674394573536,100.0
73,13.151559374514022,80.06888819633504,5,0.3959131119425068,0.8926965575934743,83.33333333333334
74,12.98092494674946,80.1850018578418,17,0.4673906296071376,0.9928325332838394,100.0
75,13.03351145516487,80.16333598616603,18,0.4159606987539583,0.9724371415235624,90.0
76,13.087755590277517,80.18225952119548,26,0.45494734790292135,0.647315720929871,96.29629629629629
77,13.062953359702409,80.23972035628721,7,0.6251413472662609,0.9030565927628665,63.63636363636363
78,12.888881830399509,80.02444771252388,6,0.4613790757208491,0.6830266501940757,66.66666666666666
79,12.919826336994243,80.153486933882,17,0.6368089976603397,0.9619696836920033,70.83333333333334
80,13.3425842,80.2209773,2,0.0,0.0,100.0
81,12.978384894816267,80.22334630617397,11,0.535893282338622,0.8431168295232174,52.38095238095239
82,13.107531737742764,79.91302114835344,9,0.7906424332813528,0.9829443048950759,60.0
83,13.146925009965116,79.90741256570149,3,0.6252031508340002,0.885099306240624,50.0
84,12.96515935932293,80.19911235940052,22,0.5490732356406485,0.9471728483628531,84.61538461538461
85,13.091009391653541,80.1254316766898,7,0.4833410432321844,0.5971099362616209,100.0
86,12.9910780914557,80.25289547467587,2,0.7372364248527294,0.7378694467952074,40.0
87,13.143962287223346,80.23701767417786,7,0.5609918484321462,0.8666880451536474,50.0
88,12.969494599941715,80.04671405052189,2,0.7871566730623512,0.7871572200599434,100.0
89,13.298169283238247,80.15174044770724,3,0.3631052348791015,0.5440551542136475,100.0
90,12.819094242289408,79.72615871352976,8,0.5998171053726304,0.8965269638835026,66.66666666666666
91,12.7885976,79.67249494999999,2,0.9333041318427593,0.9333082138655524,100.0
92,13.064316539192841,80.1542281041779,12,0.6301623761033358,0.9815596040991407,63.1578947368421
93,12.80110455,80.07784805,2,0.9897846459672336,0.9897847749769565,100.0
