cluster_number,original_lat,original_lon,snapped_lat,snapped_lon,route_name,route_type,route_id,snap_distance_meters,num_students
11,12.664165687092328,79.54129111385599,12.6808598,79.5708042,Kancheepuram - Thiruvathipuram Road,arterial,687854973,3700.96,6
17,12.938008999513924,80.14856508960419,12.9465623,80.1366393,Grand Southern Trunk Road,arterial,95641243,1604.64,14
28,13.11118037555857,79.42382058468498,13.1649857,79.4372602,Chittoor - Tiruttani Road,arterial,84658009,6157.33,2
119,13.1750723,80.0199562,13.1755133,80.0292943,Korattur – Thinnanur – Periyapalayam Road,arterial,834092625,1012.21,2
149,13.340377110347818,80.21831112210572,13.3403813,80.1968952,Chennai – Pulicat Road,arterial,29310651,2317.09,3
160,12.862080533760002,80.0422609426997,12.8456378,80.0612724,Grand Southern Trunk Road,highway,1230246872,2755.1,2
161,13.053087055366191,79.95889114060415,13.0222134,79.9579704,Thandalam - Perambakkam - Thakkolam - Arugilpadi Road,arterial,828054999,3434.44,2
190,12.981907052585155,80.18523036956275,12.9787201,80.1939603,Mount - Medavakkam Road,arterial,179253495,1010.12,21
192,13.140605517361635,80.13686794540092,13.1306471,80.1355571,Chennai - Tiruttani - Renigunta Road,highway,389722996,1116.39,6
199,12.904918411293336,80.16056514025873,12.9214037,80.1660669,Velachery Mudhanmai Salai,arterial,1148733672,1927.63,4
238,13.121325525677529,79.93282814214534,13.1338788,79.9341938,Chennai Tirupati Highway,highway,1040827858,1403.67,3
