cluster_id,latitude,longitude,student_count,avg_distance_km,max_distance_km,nearest_stop_distance_km
153,12.806521681060207,79.71065175298604,8,0.5406216581000832,0.7805486490799107,1.5887958374900273
154,13.12513442184275,80.21422213252693,23,0.5356230468870667,0.9099611611432741,1.000874213209174
156,13.111091786934441,80.10911195385854,19,0.1356831089475586,0.461027512386464,1.1503882381358912
157,13.045762192228912,80.22236361391896,29,0.5480786614927248,1.1294078422310898,1.4630344629254044
158,13.04470546809641,80.1164364437138,23,0.6014295560354315,1.1975270207039266,1.463154760290127
159,12.90944761885443,80.15538611930799,8,0.5944943083202799,1.1868310168818268,1.4178166738329447
258,13.104889091449564,80.21106125996967,17,0.5447996658114258,0.975559909750173,1.0419698034127676
259,13.102023310902997,80.20190811249516,15,0.3243902154703592,0.9290218504163311,1.0419698034127676
161,13.111102798737717,80.15471873296302,15,0.5284089036789481,1.5307016612889552,1.0693647044191912
163,13.10769154192614,80.18236025676096,25,0.35360852203884996,1.5876146137910707,1.318668943257945
164,13.069042086970043,80.21616127331303,18,0.3057783816280329,0.6960846627805976,1.0503685419038566
165,13.107105066495324,79.9518098005197,3,1.0026036666354878,1.503901390674218,2.878151204088576
166,12.917477543742786,80.18349787087296,10,0.6630666282524007,0.9667108840341566,1.5133670283837501
167,13.123497780706325,79.99594283085128,6,1.155373672840368,1.9001159074696086,2.9655962956672552
168,13.095968188506516,80.29144279696838,9,0.3489005471477534,0.6809381999913792,1.665036070326702
169,13.177275747014473,79.61283992041965,12,1.9426435742911898,15.872139324536072,9.630566931608943
171,13.044178095070313,80.1903408579106,30,0.52994247289978,1.3134706155740166,1.4790074913092262
172,12.923672328493803,80.10644866084719,12,0.6585450640157099,1.510945938312121,1.68440170291245
174,12.919617130238946,80.07593249886688,14,0.5473625057467221,2.745037352210031,1.4135646284770604
175,13.049336140956212,80.08657065314885,19,0.5555022358380919,0.9973187381769268,1.343088373508735
176,12.9220804789036,80.15961710167807,10,0.45021388402968865,1.1464990080748927,1.3898337492699415
177,13.028482577971895,80.23913954736017,13,0.6933736118330478,1.0677581475049758,1.465728894095234
178,12.993656103132155,80.2139415278192,11,0.48674286727031507,1.0832007961133807,1.6157589951954239
179,13.042525806715627,80.14813771006081,7,0.5676975391153553,0.9964505396345011,1.4281490293179047
181,13.121772298337616,80.04684713338855,6,0.7807977126984532,1.5664031825467695,2.111999604927555
182,13.027564000000002,80.11346818,5,0.448629797383982,0.959776777212753,1.923511492846273
183,13.1202093719512,80.08434069629448,9,0.42557287266022986,0.7743677612900172,1.5794601222098048
184,13.339231014375498,80.19279582807916,3,0.39099973881491756,0.5805723269663686,2.4481883147065595
185,12.92491328033998,80.12875250275148,14,0.38700988875725034,0.7558475334762161,1.2754855858438898
260,13.079269091748772,80.18108622963065,27,0.1748788956385035,0.41172281011642536,0.7084820472689413
261,13.076803216141084,80.17505718610015,5,0.200156898449728,0.26508392260815117,0.7084820472689413
187,12.959204333764154,80.18564506474141,12,0.5766504306916508,1.3598050044661008,1.6607786820973014
189,12.885357571890633,80.07711942041921,7,0.8618012510523043,1.6034307191935997,2.584595190149897
190,12.820553513734763,79.70753418036709,26,0.5489174586067803,0.8342296875927607,1.0866801321400748
191,13.148160667060598,80.24367230445056,10,0.5018168541829445,1.1785961776348146,1.7407000435029816
193,13.129625365277002,80.2903890725233,19,0.6463937889552177,1.3904781158770734,1.7824667624666886
194,13.13801745800874,80.20768744953315,11,0.4340674685880938,0.9896726019199055,1.5916732894386163
195,13.08740989695753,80.2267244687804,20,0.6543727306417557,1.5088176965975633,1.577343011594639
196,13.201699279854529,80.27565293029659,3,0.8518798111573433,1.2496775516025278,4.137042603677607
198,13.057210065590061,80.06259799333978,6,0.8360719919240737,3.141563258392817,2.2227906912433517
199,13.132119225061514,80.1713391345304,13,0.31790133423559924,1.218684263970593,1.451426084405009
200,13.19664762348169,80.15387239053297,3,0.4743780431767815,0.7113939055533353,2.6326608802786864
202,12.876832017650122,80.16710783005952,5,1.5111262235119882,2.102999763225458,3.07907424401694
204,13.125185256617415,80.02323879001011,6,0.4741022586923688,1.4109902339024367,1.6588627748930591
205,13.018219742230565,80.14518868256312,12,0.6752952852853736,1.2126451238605476,1.6051367132089815
206,12.742291566374094,79.99039798604612,3,0.3705092487260133,0.5557654205036713,2.646567482151777
207,13.022407173479971,80.22713166953037,15,0.41385429834139525,1.0763789939250112,1.2198070375816346
208,13.171245267099412,80.0951273145208,4,0.8126618551757768,1.234650536294042,3.2061434010057717
210,13.143539512010733,80.10380096746104,4,0.38430880798300293,0.7236503899577112,2.965925289818893
212,13.08976564155181,80.12521903609118,5,0.29659464562735927,0.44418226504624164,1.7169724007944025
213,12.972301558460671,79.95253631726274,6,0.5463904519785965,0.8720688779236087,2.1523447809156417
214,13.026648699308954,80.26031835972967,16,0.543050631993659,0.8179957253784165,1.7158276595147468
215,13.121426389785706,80.26055708797797,11,0.36442323224274015,0.5024038543258907,1.3844994854206887
216,13.162273303623172,80.29919407720709,10,0.36009026253285126,0.6293329504907927,1.09355986994418
217,12.962079124541964,80.25743619582113,9,0.8609299338318124,1.4179777300348286,1.6871383361992482
218,12.95346300227615,80.15667136223999,9,0.5649925789697774,1.1674459021158596,1.6797047890907173
219,13.029098459752618,80.21216581309466,21,0.5113025060378216,0.9431722823825037,1.204757182643564
221,12.999695621506579,80.26214604238574,8,0.6567973163443457,0.8460638943688925,2.109151415253088
222,12.991468010996247,80.11300270707862,7,0.4853519362816239,0.6079365566476734,1.905529214552206
224,13.113627201854623,80.29233754163228,13,0.2003209472708279,0.4309844689662307,1.0427988116555056
225,13.101087733938824,80.10621814948871,12,0.46619272437747544,1.4712047499621246,1.1503882381358912
226,13.154004738163644,80.06983789452053,5,0.6175961920474512,1.1471124473831495,1.3436627416946172
227,12.681654886327209,79.98212181813926,18,2.370045778101473,23.02808127872907,1.3212323516649926
228,13.276992514886322,80.26108258188094,5,0.29161594782414496,0.5768096526914755,2.3492177317316703
230,12.978991253258423,80.14129639897213,10,0.7986800700129657,1.6483057166597197,1.346303379519973
231,13.053002333941313,80.27309457463892,17,0.370812240553875,1.3019572147326073,0.8856910260154248
232,13.13672807963477,79.90846703333041,12,0.3486753368910656,0.5838949121636807,1.4399995058756954
233,13.126132595222288,80.12430054465307,16,0.45833404751388995,1.116375768371333,1.0218002255886838
234,12.943525037111568,80.18482221621586,7,0.38740761532208656,0.6257094306031792,1.4061209891441016
235,13.074297507157228,80.20773441407465,13,0.47532857813336304,0.7612670779568546,1.0831877567777
237,12.818483805238637,79.7294560745652,8,0.30214773036785314,0.8840303725001165,1.0893974348110167
239,12.99160822920737,80.19528231066623,7,0.3518619702494284,0.6432972849282931,1.3311996999104927
